date,ticker,direction,position_size,confidence,confidence_tier,can_trade,stop_loss_pct,take_profit_pct
2022-12-05,QQQ,0.0,0.0,0.44436829806414285,low,False,0.025,0.12
2022-12-05,SPY,0.0,0.0,0.1704168423995402,low,False,0.025,0.12
2022-12-06,DIA,1.0,0.20937024551048458,0.5080083881258751,low,True,0.025,0.12
2022-12-06,QQQ,0.0,0.0,0.44329372348722595,low,False,0.025,0.12
2022-12-06,SPY,0.0,0.0,0.3316116552405637,low,False,0.025,0.12
2022-12-07,DIA,1.0,0.5047499748132263,0.7487517639728546,high,True,0.025,0.12
2022-12-07,QQQ,1.0,0.20902072356999013,0.5032087118136358,low,True,0.025,0.12
2022-12-07,SPY,0.0,0.0,0.32930349683168675,low,False,0.025,0.12
2022-12-08,DIA,1.0,0.20811134194869776,0.4903325598584438,low,True,0.025,0.12
2022-12-08,QQQ,1.0,0.5463190284672652,0.9214644150266126,high,True,0.025,0.12
2022-12-08,SPY,1.0,0.3089219501460668,0.6238434946249157,medium,True,0.025,0.12
2022-12-09,DIA,1.0,0.5084371182896361,0.7650227458044881,high,True,0.025,0.12
2022-12-09,QQQ,1.0,0.20945620395461806,0.50917716454429,low,True,0.025,0.12
2022-12-09,SPY,1.0,0.2976232058395726,0.5389028126309556,medium,True,0.025,0.12
2022-12-12,DIA,1.0,0.2981957672954923,0.5436187361402279,medium,True,0.025,0.12
2022-12-12,QQQ,0.0,0.0,0.4260771951743172,low,False,0.025,0.12
2022-12-12,SPY,1.0,0.20634171639761384,0.4632553135712184,low,True,0.025,0.12
2022-12-13,DIA,1.0,0.5083581247006026,0.7646766765525463,high,True,0.025,0.12
2022-12-13,QQQ,1.0,0.30096259656051166,0.5656559071579568,medium,True,0.025,0.12
2022-12-13,SPY,1.0,0.5044639479651034,0.7474791698469604,high,True,0.025,0.12
2022-12-14,DIA,1.0,0.2969083432944897,0.5329300589403299,medium,True,0.025,0.12
2022-12-14,QQQ,0.0,0.0,0.41643410657554364,low,False,0.025,0.12
2022-12-14,SPY,1.0,0.2967405502741622,0.5315138220043114,medium,True,0.025,0.12
2022-12-15,DIA,1.0,0.5261981215700533,0.8404527311067016,high,True,0.025,0.12
2022-12-15,QQQ,1.0,0.4996797760289018,0.7259541053567209,high,True,0.025,0.12
2022-12-15,SPY,1.0,0.5150186410676556,0.7934992469407599,high,True,0.025,0.12
2022-12-16,DIA,1.0,0.5005789178219577,0.7300353090967572,high,True,0.025,0.12
2022-12-16,QQQ,1.0,0.48739870225427073,0.6682500822308901,high,True,0.025,0.12
2022-12-16,SPY,1.0,0.48452812739273016,0.6541378904341835,high,True,0.025,0.12
2022-12-19,DIA,1.0,0.4887018025632019,0.6745685500431345,high,True,0.025,0.12
2022-12-19,QQQ,1.0,0.5196720594268937,0.8132427945574994,high,True,0.025,0.12
2022-12-19,SPY,1.0,0.4911840271358609,0.6864639868006345,high,True,0.025,0.12
2022-12-20,DIA,1.0,0.4804637095678491,0.6336527288382506,high,True,0.025,0.12
2022-12-20,QQQ,1.0,0.5127350159672185,0.7836958215384546,high,True,0.025,0.12
2022-12-20,SPY,1.0,0.30444372825710975,0.591915021805445,medium,True,0.025,0.12
2022-12-21,DIA,1.0,0.20994250216435137,0.5157077878011138,low,True,0.025,0.12
2022-12-21,QQQ,1.0,0.30333715120754073,0.5837223336319228,medium,True,0.025,0.12
2022-12-21,SPY,0.0,0.0,0.3717652094601647,low,False,0.025,0.12
2022-12-22,DIA,1.0,0.3017832990034352,0.5719801502828724,medium,True,0.025,0.12
2022-12-22,QQQ,1.0,0.48734116570256236,0.6679698776106334,high,True,0.025,0.12
2022-12-22,SPY,1.0,0.5083357539718777,0.7645786513930973,high,True,0.025,0.12
2022-12-23,DIA,1.0,0.30035921929075726,0.5609480745648957,medium,True,0.025,0.12
2022-12-23,QQQ,1.0,0.2995963128120527,0.5549204770624677,medium,True,0.025,0.12
2022-12-23,SPY,1.0,0.30080556264994585,0.5644355339696164,medium,True,0.025,0.12
2022-12-27,DIA,1.0,0.20567208452213098,0.4520853655099127,low,True,0.025,0.12
2022-12-27,QQQ,0.0,0.0,0.44357077668876427,low,False,0.025,0.12
2022-12-27,SPY,0.0,0.0,0.42439335769957665,low,False,0.025,0.12
2022-12-28,DIA,1.0,0.48973026019615823,0.6795189254855755,high,True,0.025,0.12
2022-12-28,QQQ,1.0,0.5149834037909676,0.7933485684421218,high,True,0.025,0.12
2022-12-28,SPY,1.0,0.5024008313582751,0.7382532789508555,high,True,0.025,0.12
2022-12-29,DIA,1.0,0.500812451795692,0.731092521229535,high,True,0.025,0.12
2022-12-29,QQQ,0.0,0.0,0.3462392874645902,low,False,0.025,0.12
2022-12-29,SPY,1.0,0.48494222525590647,0.6561908293195393,high,True,0.025,0.12
2022-12-30,DIA,1.0,0.49600579540923173,0.709091884191129,high,True,0.025,0.12
2022-12-30,QQQ,1.0,0.3037889283744255,0.5870833460743556,medium,True,0.025,0.12
2022-12-30,SPY,1.0,0.20901778366739748,0.5031680101254655,low,True,0.025,0.12
2023-01-03,DIA,1.0,0.5357345452219668,0.879338475740193,high,True,0.025,0.12
2023-01-03,QQQ,1.0,0.5071514875589456,0.7593769761961673,high,True,0.025,0.12
2023-01-03,SPY,1.0,0.5053053995357979,0.7512185805293774,high,True,0.025,0.12
2023-01-04,DIA,1.0,0.5389392174303891,0.8921992421273943,high,True,0.025,0.12
2023-01-04,QQQ,1.0,0.502686273891471,0.7395347002444769,high,True,0.025,0.12
2023-01-04,SPY,1.0,0.5118353877948102,0.7798118545657365,high,True,0.025,0.12
2023-01-05,DIA,1.0,0.5451899240553011,0.9170169304139344,high,True,0.025,0.12
2023-01-05,QQQ,0.0,0.0,0.4154485108796451,low,False,0.025,0.12
2023-01-05,SPY,1.0,0.30546215084675776,0.5993408408768606,medium,True,0.025,0.12
2023-01-06,DIA,1.0,0.5613085355194737,0.9795924498518455,high,True,0.025,0.12
2023-01-06,QQQ,1.0,0.5237326724929335,0.830235028687679,high,True,0.025,0.12
2023-01-06,SPY,1.0,0.5142772280144001,0.7903250133515253,high,True,0.025,0.12
2023-01-09,DIA,1.0,0.49758677430494913,0.7163856863232528,high,True,0.025,0.12
2023-01-09,QQQ,1.0,0.3020426425252371,0.5739604574160232,medium,True,0.025,0.12
2023-01-09,SPY,1.0,0.49247702572789837,0.6925914446350533,high,True,0.025,0.12
2023-01-10,DIA,1.0,0.4830179641096708,0.6465993078086341,high,True,0.025,0.12
2023-01-10,QQQ,0.0,0.0,0.42898553329286127,low,False,0.025,0.12
2023-01-10,SPY,0.0,0.0,0.31809247396226287,low,False,0.025,0.12
2023-01-11,DIA,1.0,0.3044218882226796,0.5917546062769398,medium,True,0.025,0.12
2023-01-11,QQQ,1.0,0.2957703477838532,0.5232112703132126,medium,True,0.025,0.12
2023-01-11,SPY,1.0,0.49337909415931824,0.6968397332071784,high,True,0.025,0.12
2023-01-12,DIA,1.0,0.4930200334401955,0.6951513035121862,high,True,0.025,0.12
2023-01-12,QQQ,0.0,0.0,0.3757906911283146,low,False,0.025,0.12
2023-01-12,SPY,1.0,0.20561096218543523,0.4510338416895668,low,True,0.025,0.12
2023-01-13,DIA,1.0,0.4815965073576667,0.6394260467441927,high,True,0.025,0.12
2023-01-13,QQQ,0.0,0.0,0.38443136669239875,low,False,0.025,0.12
2023-01-13,SPY,0.0,0.0,0.44149300423249005,low,False,0.025,0.12
2023-01-17,DIA,1.0,0.5244014304055074,0.8330137831276911,high,True,0.025,0.12
2023-01-17,QQQ,0.0,0.0,0.37971496497932855,low,False,0.025,0.12
2023-01-17,SPY,1.0,0.4935927759413502,0.6978429482736374,high,True,0.025,0.12
2023-01-18,DIA,1.0,0.4848699790117601,0.6558330899100698,high,True,0.025,0.12
2023-01-18,QQQ,1.0,0.30129501425882266,0.5682282154529381,medium,True,0.025,0.12
2023-01-18,SPY,1.0,0.4823886730198466,0.6434331725761915,high,True,0.025,0.12
2023-01-19,DIA,1.0,0.5040400823319362,0.7455904470027684,high,True,0.025,0.12
2023-01-19,QQQ,1.0,0.29802778948753506,0.5422412160522206,medium,True,0.025,0.12
2023-01-19,SPY,1.0,0.511557911165176,0.7786113352109884,high,True,0.025,0.12
2023-01-20,DIA,1.0,0.49239182852746316,0.6921890944747545,high,True,0.025,0.12
2023-01-20,QQQ,1.0,0.48694069127992623,0.6660166344722682,high,True,0.025,0.12
2023-01-20,SPY,1.0,0.30920585773009984,0.6258091441620747,medium,True,0.025,0.12
2023-01-23,DIA,1.0,0.48082213602314455,0.6354850591547401,high,True,0.025,0.12
2023-01-23,QQQ,1.0,0.20929303604834054,0.5069547296419229,low,True,0.025,0.12
2023-01-23,SPY,1.0,0.30508986715438485,0.5966385308484973,medium,True,0.025,0.12
2023-01-24,DIA,1.0,0.30757321048040465,0.6144161349152144,medium,True,0.025,0.12
2023-01-24,QQQ,0.0,0.0,0.4160697695716888,low,False,0.025,0.12
2023-01-24,SPY,1.0,0.5245628738694194,0.8336837865543328,high,True,0.025,0.12
2023-01-25,DIA,1.0,0.5319266789720247,0.8639266423080538,high,True,0.025,0.12
2023-01-25,QQQ,1.0,0.306389180314969,0.6060114118779112,medium,True,0.025,0.12
2023-01-25,SPY,1.0,0.5215780895301405,0.8212450160975655,high,True,0.025,0.12
2023-01-26,DIA,0.0,0.0,0.41929341282646043,low,False,0.025,0.12
2023-01-26,QQQ,0.0,0.0,0.27191044485041366,low,False,0.025,0.12
2023-01-26,SPY,1.0,0.20634721338704748,0.4633445509901769,low,True,0.025,0.12
2023-01-27,DIA,1.0,0.4869686210332853,0.6661530234722195,high,True,0.025,0.12
2023-01-27,QQQ,0.0,0.0,0.3457548178782165,low,False,0.025,0.12
2023-01-27,SPY,1.0,0.29667145762973285,0.5309290212480628,medium,True,0.025,0.12
2023-01-30,DIA,1.0,0.29793724798345894,0.5414966628214651,medium,True,0.025,0.12
2023-01-30,QQQ,1.0,0.5062184670788706,0.7552614063926409,high,True,0.025,0.12
2023-01-30,SPY,1.0,0.2073994422760954,0.47980246334971466,low,True,0.025,0.12
2023-01-31,DIA,1.0,0.5011710185581836,0.7327135434739559,high,True,0.025,0.12
2023-01-31,QQQ,0.0,0.0,0.44583537061764367,low,False,0.025,0.12
2023-01-31,SPY,1.0,0.30797439108421776,0.6172360785103209,medium,True,0.025,0.12
2023-02-01,DIA,1.0,0.5076329765194204,0.7614947825084994,high,True,0.025,0.12
2023-02-01,QQQ,0.0,0.0,0.29924066322825466,low,False,0.025,0.12
2023-02-01,SPY,1.0,0.20811677655577204,0.49041132482648686,low,True,0.025,0.12
2023-02-02,DIA,1.0,0.30596297719416476,0.6029547776016859,medium,True,0.025,0.12
2023-02-02,QQQ,0.0,0.0,0.26076410283339185,low,False,0.025,0.12
2023-02-02,SPY,0.0,0.0,0.26337633561987794,low,False,0.025,0.12
2023-02-03,DIA,1.0,0.5166505770803027,0.8004578317212666,high,True,0.025,0.12
2023-02-03,QQQ,1.0,0.20813018131881675,0.49060550371896666,low,True,0.025,0.12
2023-02-03,SPY,1.0,0.4960906321604881,0.7094847728885957,high,True,0.025,0.12
2023-02-06,DIA,1.0,0.48739213920798863,0.6682181253116709,high,True,0.025,0.12
2023-02-06,QQQ,0.0,0.0,0.160325429332732,low,False,0.025,0.12
2023-02-06,SPY,1.0,0.4975766373926626,0.7163391050148159,high,True,0.025,0.12
2023-02-07,DIA,1.0,0.5056216425864413,0.752620554475461,high,True,0.025,0.12
2023-02-07,QQQ,0.0,0.0,0.2450023968341185,low,False,0.025,0.12
2023-02-07,SPY,1.0,0.3065328296177124,0.6070378211242099,medium,True,0.025,0.12
2023-02-08,DIA,1.0,0.5090282631106235,0.7676091569941078,high,True,0.025,0.12
2023-02-08,QQQ,1.0,0.30482365233959785,0.5946976046441474,medium,True,0.025,0.12
2023-02-08,SPY,1.0,0.47995411327176124,0.6310384593350478,high,True,0.025,0.12
2023-02-09,DIA,1.0,0.5137511486154523,0.7880677203712388,high,True,0.025,0.12
2023-02-09,QQQ,1.0,0.5182559088305706,0.8072661385362704,high,True,0.025,0.12
2023-02-09,SPY,1.0,0.30670039868014837,0.6082327521578902,medium,True,0.025,0.12
2023-02-10,DIA,1.0,0.4920309272448262,0.6904825478950744,high,True,0.025,0.12
2023-02-10,QQQ,1.0,0.3061951807733482,0.604622202859991,medium,True,0.025,0.12
2023-02-10,SPY,0.0,0.0,0.3880064734952672,low,False,0.025,0.12
2023-02-13,DIA,1.0,0.5010388983537786,0.7321165603100172,high,True,0.025,0.12
2023-02-13,QQQ,1.0,0.490449448953635,0.6829622334044467,high,True,0.025,0.12
2023-02-13,SPY,0.0,0.0,0.41875195756822087,low,False,0.025,0.12
2023-02-14,DIA,1.0,0.530780204817327,0.8592573171733473,high,True,0.025,0.12
2023-02-14,QQQ,1.0,0.305338299696703,0.5984433664496103,medium,True,0.025,0.12
2023-02-14,SPY,1.0,0.30276595514927124,0.5794395562173368,medium,True,0.025,0.12
2023-02-15,DIA,1.0,0.55710730200227,0.9634618289311667,high,True,0.025,0.12
2023-02-15,QQQ,1.0,0.5039505031921743,0.7451908476988418,high,True,0.025,0.12
2023-02-15,SPY,1.0,0.3032745135872546,0.5832545226275336,medium,True,0.025,0.12
2023-02-16,DIA,0.0,0.0,0.4411952626809501,low,False,0.025,0.12
2023-02-16,QQQ,1.0,0.30929011764347664,0.6263913057764326,medium,True,0.025,0.12
2023-02-16,SPY,0.0,0.0,0.2759442766857455,low,False,0.025,0.12
2023-02-17,DIA,1.0,0.5145943468021067,0.7916837006401215,high,True,0.025,0.12
2023-02-17,QQQ,0.0,0.0,0.4449464555412846,low,False,0.025,0.12
2023-02-17,SPY,1.0,0.30506762281615285,0.5964766263604083,medium,True,0.025,0.12
2023-02-21,DIA,1.0,0.3049985064128905,0.595973246619124,medium,True,0.025,0.12
2023-02-21,QQQ,1.0,0.20906129065409382,0.503769771313307,low,True,0.025,0.12
2023-02-21,SPY,0.0,0.0,0.3290036463722362,low,False,0.025,0.12
2023-02-22,DIA,1.0,0.5495051742356816,0.9339592097986762,high,True,0.025,0.12
2023-02-22,QQQ,1.0,0.5100386421076634,0.7720161987463089,high,True,0.025,0.12
2023-02-22,SPY,1.0,0.5118078346414634,0.7796926987376421,high,True,0.025,0.12
2023-02-23,DIA,1.0,0.504059416504579,0.7456766737018831,high,True,0.025,0.12
2023-02-23,QQQ,1.0,0.2993935137697506,0.5533034599069053,medium,True,0.025,0.12
2023-02-23,SPY,1.0,0.29990421668620426,0.5573635620876874,medium,True,0.025,0.12
2023-02-24,DIA,1.0,0.5144878950435124,0.7912277776972477,high,True,0.025,0.12
2023-02-24,QQQ,1.0,0.5135028183677248,0.7870007379873742,high,True,0.025,0.12
2023-02-24,SPY,1.0,0.5388359901082544,0.891786477739861,high,True,0.025,0.12
2023-02-27,DIA,1.0,0.5236921143776527,0.8300663308945513,high,True,0.025,0.12
2023-02-27,QQQ,1.0,0.3044039855105692,0.5916230729692934,medium,True,0.025,0.12
2023-02-27,SPY,1.0,0.21025807382376174,0.5198753245814359,low,True,0.025,0.12
2023-02-28,DIA,1.0,0.5220008426385713,0.8230135450607152,high,True,0.025,0.12
2023-02-28,QQQ,1.0,0.3092875195100039,0.6263733632297015,medium,True,0.025,0.12
2023-02-28,SPY,1.0,0.3069079909112059,0.6097095558077151,medium,True,0.025,0.12
2023-03-01,DIA,1.0,0.49644267514910934,0.7111132902100843,high,True,0.025,0.12
2023-03-01,QQQ,1.0,0.2963475581534404,0.528174588487922,medium,True,0.025,0.12
2023-03-01,SPY,1.0,0.307088854043721,0.6109930603135598,medium,True,0.025,0.12
2023-03-02,DIA,1.0,0.517296793100996,0.8032027924567863,high,True,0.025,0.12
2023-03-02,QQQ,1.0,0.48708159855727845,0.6667044695146711,high,True,0.025,0.12
2023-03-02,SPY,1.0,0.486825749620252,0.6654550768718691,high,True,0.025,0.12
2023-03-03,DIA,1.0,0.5104165907894441,0.7736603753183138,high,True,0.025,0.12
2023-03-03,QQQ,1.0,0.5214011498300384,0.8205041376938135,high,True,0.025,0.12
2023-03-03,SPY,1.0,0.30234236938517234,0.5762386401872376,medium,True,0.025,0.12
2023-03-06,DIA,1.0,0.3083103845493612,0.619587402491062,medium,True,0.025,0.12
2023-03-06,QQQ,1.0,0.305867304140607,0.6022662735229481,medium,True,0.025,0.12
2023-03-06,SPY,1.0,0.3050191138201235,0.5961233824114596,medium,True,0.025,0.12
2023-03-07,DIA,1.0,0.4925978916481305,0.6931619103555812,high,True,0.025,0.12
2023-03-07,QQQ,1.0,0.5254279769756718,0.8372687282252724,high,True,0.025,0.12
2023-03-07,SPY,1.0,0.3065296841891261,0.6070153666037424,medium,True,0.025,0.12
2023-03-08,DIA,1.0,0.5025374971821841,0.73886700791703,high,True,0.025,0.12
2023-03-08,QQQ,1.0,0.5108556322096174,0.775567391585965,high,True,0.025,0.12
2023-03-08,SPY,1.0,0.20612452106240534,0.4596988675256997,low,True,0.025,0.12
2023-03-09,DIA,1.0,0.20981665525969118,0.5140306986326502,low,True,0.025,0.12
2023-03-09,QQQ,1.0,0.20708292238027629,0.4749737479681597,low,True,0.025,0.12
2023-03-09,SPY,0.0,0.0,0.448209000007017,low,False,0.025,0.12
2023-03-10,DIA,1.0,0.3026843885831832,0.5788248567068561,medium,True,0.025,0.12
2023-03-10,QQQ,1.0,0.549228454140904,0.9328771912713579,high,True,0.025,0.12
2023-03-10,SPY,1.0,0.48225028473771775,0.6427348900698723,high,True,0.025,0.12
2023-03-13,DIA,1.0,0.4798024086623994,0.6302581011944235,high,True,0.025,0.12
2023-03-13,QQQ,1.0,0.5482996136621907,0.9292409214708574,high,True,0.025,0.12
2023-03-13,SPY,1.0,0.5072772919535413,0.7599307148356528,high,True,0.025,0.12
2023-03-14,DIA,1.0,0.20892671431860438,0.5019043834923432,low,True,0.025,0.12
2023-03-14,QQQ,1.0,0.5406718950745639,0.8991130338259534,high,True,0.025,0.12
2023-03-14,SPY,1.0,0.2059087902615998,0.4561047608308296,low,True,0.025,0.12
2023-03-15,DIA,1.0,0.5049608030483113,0.7496887975916642,high,True,0.025,0.12
2023-03-15,QQQ,1.0,0.5279227153710415,0.8475578566596046,high,True,0.025,0.12
2023-03-15,SPY,1.0,0.531781297402145,0.8633353010502491,high,True,0.025,0.12
2023-03-16,DIA,1.0,0.49984907062827966,0.7267238522065762,high,True,0.025,0.12
2023-03-16,QQQ,1.0,0.5150910056479856,0.79380862870913,high,True,0.025,0.12
2023-03-16,SPY,1.0,0.5325687859288948,0.8665357934380026,high,True,0.025,0.12
2023-03-17,DIA,0.0,0.0,0.2277913670664166,low,False,0.025,0.12
2023-03-17,QQQ,1.0,0.49587724836017044,0.708496239175623,high,True,0.025,0.12
2023-03-17,SPY,1.0,0.20574821648243538,0.4533871436820923,low,True,0.025,0.12
2023-03-20,DIA,1.0,0.4844592174423862,0.6537956789874059,high,True,0.025,0.12
2023-03-20,QQQ,1.0,0.3074018335283835,0.6132073065342957,medium,True,0.025,0.12
2023-03-20,SPY,1.0,0.30075212629498,0.5640194842129976,medium,True,0.025,0.12
2023-03-21,DIA,1.0,0.5361332089280868,0.8809436905620173,high,True,0.025,0.12
2023-03-21,QQQ,1.0,0.500758436559228,0.7308480949329912,high,True,0.025,0.12
2023-03-21,SPY,1.0,0.5652419785101086,0.9945911455551788,high,True,0.025,0.12
2023-03-22,DIA,0.0,0.0,0.41111161383864214,low,False,0.025,0.12
2023-03-22,QQQ,1.0,0.4981753984661448,0.7190865315087167,high,True,0.025,0.12
2023-03-22,SPY,0.0,0.0,0.4221993883552302,low,False,0.025,0.12
2023-03-23,DIA,1.0,0.3037012016487732,0.5864324818472131,medium,True,0.025,0.12
2023-03-23,QQQ,1.0,0.30056989256609934,0.5625976425278592,medium,True,0.025,0.12
2023-03-23,SPY,1.0,0.4932953064996265,0.6964460350980523,high,True,0.025,0.12
2023-03-24,DIA,1.0,0.5078339522318609,0.7623775625156596,high,True,0.025,0.12
2023-03-24,QQQ,1.0,0.20991692205546628,0.5153676082540241,low,True,0.025,0.12
2023-03-24,SPY,1.0,0.4803072171430349,0.6328510596601956,high,True,0.025,0.12
2023-03-27,DIA,1.0,0.5018334087563563,0.735701125719189,high,True,0.025,0.12
2023-03-27,QQQ,1.0,0.49886691048364507,0.7222495185518377,high,True,0.025,0.12
2023-03-27,SPY,1.0,0.307459529868794,0.6136145584656942,medium,True,0.025,0.12
2023-03-28,DIA,1.0,0.547475771122666,0.9260100208202076,high,True,0.025,0.12
2023-03-28,QQQ,1.0,0.515065986364275,0.7937016719497532,high,True,0.025,0.12
2023-03-28,SPY,1.0,0.5260112124927685,0.839680631850052,high,True,0.025,0.12
2023-03-29,DIA,1.0,0.4966582021480398,0.7121088482353672,high,True,0.025,0.12
2023-03-29,QQQ,1.0,0.2974662097479036,0.5375993519212072,medium,True,0.025,0.12
2023-03-29,SPY,1.0,0.3023244954482242,0.5761030937599483,medium,True,0.025,0.12
2023-03-30,DIA,1.0,0.30085375018270305,0.5648103787271146,medium,True,0.025,0.12
2023-03-30,QQQ,0.0,0.0,0.3770244151818566,low,False,0.025,0.12
2023-03-30,SPY,1.0,0.2967667210902511,0.5317350821399273,medium,True,0.025,0.12
2023-03-31,DIA,1.0,0.4878493480781405,0.670441131093999,high,True,0.025,0.12
2023-03-31,QQQ,0.0,0.0,0.3993231874530497,low,False,0.025,0.12
2023-03-31,SPY,0.0,0.0,0.28434427024112374,low,False,0.025,0.12
2023-04-03,DIA,0.0,0.0,0.28822875135419346,low,False,0.025,0.12
2023-04-03,QQQ,0.0,0.0,0.25954162957070337,low,False,0.025,0.12
2023-04-03,SPY,0.0,0.0,0.29982007149726425,low,False,0.025,0.12
2023-04-04,DIA,1.0,0.48427811604497684,0.6528955186206392,high,True,0.025,0.12
2023-04-04,QQQ,0.0,0.0,0.4417918231487497,low,False,0.025,0.12
2023-04-04,SPY,1.0,0.30184776120545925,0.5724731697732818,medium,True,0.025,0.12
2023-04-05,DIA,1.0,0.48028503846719744,0.6327373621381316,high,True,0.025,0.12
2023-04-05,QQQ,1.0,0.5130660210603025,0.7851217041619304,high,True,0.025,0.12
2023-04-05,SPY,1.0,0.5133310416233965,0.786262129023788,high,True,0.025,0.12
2023-04-06,DIA,1.0,0.5381124422312026,0.8888905372812279,high,True,0.025,0.12
2023-04-06,QQQ,1.0,0.4969380170012947,0.7133997348869197,high,True,0.025,0.12
2023-04-06,SPY,1.0,0.3007119507344664,0.563706420822992,medium,True,0.025,0.12
2023-04-10,DIA,0.0,0.0,0.27855782211090563,low,False,0.025,0.12
2023-04-10,QQQ,1.0,0.5263718880422472,0.8411701755686334,high,True,0.025,0.12
2023-04-10,SPY,1.0,0.2074806844620194,0.48102654070324635,low,True,0.025,0.12
2023-04-11,DIA,1.0,0.20695593022441855,0.4730084838549282,low,True,0.025,0.12
2023-04-11,QQQ,1.0,0.5357375566518507,0.8793506070075683,high,True,0.025,0.12
2023-04-11,SPY,1.0,0.5356814126304325,0.8791244214894735,high,True,0.025,0.12
2023-04-12,DIA,1.0,0.4860013882249588,0.6614149704930303,high,True,0.025,0.12
2023-04-12,QQQ,1.0,0.5157050283167681,0.7964306932979605,high,True,0.025,0.12
2023-04-12,SPY,1.0,0.5418991442632406,0.9039937895333933,high,True,0.025,0.12
2023-04-13,DIA,1.0,0.20581483257254166,0.45451912533780986,low,True,0.025,0.12
2023-04-13,QQQ,1.0,0.29952726188899326,0.5543706114585186,medium,True,0.025,0.12
2023-04-13,SPY,1.0,0.4903580596047337,0.682525508527353,high,True,0.025,0.12
2023-04-14,DIA,1.0,0.5019338035483675,0.7361531549064448,high,True,0.025,0.12
2023-04-14,QQQ,1.0,0.5166459029563717,0.8004379557790903,high,True,0.025,0.12
2023-04-14,SPY,1.0,0.5372764551925422,0.8855384848229363,high,True,0.025,0.12
2023-04-17,DIA,1.0,0.30469256814643686,0.5937392297558252,medium,True,0.025,0.12
2023-04-17,QQQ,0.0,0.0,0.42166487451359985,low,False,0.025,0.12
2023-04-17,SPY,1.0,0.4826690968904539,0.6448459054477196,high,True,0.025,0.12
2023-04-18,DIA,1.0,0.4925617877588282,0.6929915471958976,high,True,0.025,0.12
2023-04-18,QQQ,1.0,0.4874579072519035,0.6685383028106029,high,True,0.025,0.12
2023-04-18,SPY,1.0,0.5596811873589923,0.9733581964426854,high,True,0.025,0.12
2023-04-19,DIA,1.0,0.5088843116073847,0.7669798792061302,high,True,0.025,0.12
2023-04-19,QQQ,1.0,0.3036529860047633,0.5860743962188111,medium,True,0.025,0.12
2023-04-19,SPY,1.0,0.5446026864712398,0.9146996719397249,high,True,0.025,0.12
2023-04-20,DIA,1.0,0.2967592405379845,0.5316718520761831,medium,True,0.025,0.12
2023-04-20,QQQ,1.0,0.3095439891020006,0.6281420069410001,medium,True,0.025,0.12
2023-04-20,SPY,1.0,0.5031256931557126,0.7415042021880858,high,True,0.025,0.12
2023-04-21,DIA,1.0,0.4954758324849974,0.7066336424628094,high,True,0.025,0.12
2023-04-21,QQQ,1.0,0.4871160945835019,0.6668727639380881,high,True,0.025,0.12
2023-04-21,SPY,1.0,0.5240668208335464,0.8316241255757406,high,True,0.025,0.12
2023-04-24,DIA,0.0,0.0,0.39953186994811285,low,False,0.025,0.12
2023-04-24,QQQ,1.0,0.2083890988738135,0.494328957848461,low,True,0.025,0.12
2023-04-24,SPY,1.0,0.4837997200295141,0.6505120458041264,high,True,0.025,0.12
2023-04-25,DIA,1.0,0.2994518886841051,0.5537695630090325,medium,True,0.025,0.12
2023-04-25,QQQ,0.0,0.0,0.3943396141855299,low,False,0.025,0.12
2023-04-25,SPY,0.0,0.0,0.42596788673728586,low,False,0.025,0.12
